goal	rule	score
has_symptom(RF, shortness_of_breath)	has_symptom(pneumonia, shortness_of_breath)	1
risk_increases(D, D1)	risk_increases(stress, anxiety)	1
possible_drug_need(Doc, sertraline)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
exhibits(patient_eve, fever)	exhibits(patient_eve, fever)	1
has_symptom(Spec, headache)	has_symptom(hypertension, headache)	1
possible_drug_need(Doc, atorvastatin)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
patient(D1)	patient(patient_noah)	1
has_symptom(Doc, D)	has_symptom(anemia, pale_skin)	1
complication_doctor(D, Organ)	complication_doctor(P, Doc) :- complication_specialist(P, Spec), has_specialty(Doc, Spec)	1
affects(cancer, D)	affects(cancer, liver)	1
may_have_disease(patient_grace, copd)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
treats(Spec, heart_disease)	treats(lisinopril, heart_disease)	1
has_symptom(RF, shortness_of_breath)	has_symptom(covid19, shortness_of_breath)	1
treats(Drug, D)	treats(albuterol, copd)	1
causes(depression, anxiety)	causes(depression, anxiety)	1
treats(Drug, kidney_disease)	treats(lisinopril, kidney_disease)	1
patient(Drug)	patient(patient_henry)	1
affects(D, heart)	affects(anemia, heart)	1
treats(lisinopril, D2)	treats(lisinopril, heart_disease)	1
diagnosed_with(D, D1)	diagnosed_with(patient_kate, anemia)	1
has_symptom(S, D)	has_symptom(pneumonia, cough)	1
exhibits(D, D1)	exhibits(patient_carol, shortness_of_breath)	1
requires_specialist(D, D2)	requires_specialist(hypertension, cardiology)	1
requires_specialist(heart_disease, Doc)	requires_specialist(heart_disease, cardiology)	1
has_symptom(D1, D)	has_symptom(depression, sadness)	1
exhibits(Organ, D)	exhibits(patient_dave, insomnia)	1
patient(Drug)	patient(patient_carol)	1
exhibits(SE, D)	exhibits(patient_eve, fatigue)	1
has_risk_factor(P, D)	has_risk_factor(patient_carol, stress)	1
has_specialty(P, D)	has_specialty(dr_anderson, nephrology)	1
exhibits(Organ, D)	exhibits(patient_alice, fatigue)	1
exhibits(P, D)	exhibits(patient_kate, dizziness)	1
has_symptom(Spec, insomnia)	has_symptom(depression, insomnia)	1
has_risk_factor(D, D1)	has_risk_factor(patient_carol, obesity)	1
has_symptom(Spec, cough)	has_symptom(copd, cough)	1
exhibits(Organ, D)	exhibits(patient_mia, fatigue)	1
side_effect(D, Organ)	side_effect(ibuprofen, abdominal_pain)	1
exhibits(SE, D)	exhibits(patient_grace, swollen_joints)	1
has_symptom(D, D1)	has_symptom(depression, fatigue)	1
has_symptom(depression, D)	has_symptom(depression, fatigue)	1
risk_increases(D1, D)	risk_increases(smoking, heart_disease)	1
requires_specialist(D2, psychiatry)	requires_specialist(depression, psychiatry)	1
risk_increases(D, depression)	risk_increases(stress, depression)	1
requires_specialist(D, D1)	requires_specialist(hypothyroidism, endocrinology)	1
has_symptom(SE, D)	has_symptom(influenza, muscle_weakness)	1
exhibits(Doc, D)	exhibits(patient_iris, muscle_weakness)	1
exhibits(patient_dave, loss_of_appetite)	exhibits(patient_dave, loss_of_appetite)	1
exhibits(Doc, insomnia)	exhibits(patient_bob, insomnia)	1
side_effect(D, Drug)	side_effect(sertraline, insomnia)	1
treats(D1, copd)	treats(albuterol, copd)	1
exhibits(P, D)	exhibits(patient_iris, weight_gain)	1
may_have_disease(D1, arthritis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(S, D)	exhibits(patient_jack, nausea)	1
treats(Spec, D)	treats(oseltamivir, covid19)	1
exhibits(patient_olivia, D)	exhibits(patient_olivia, joint_pain)	1
side_effect(D, Drug)	side_effect(oseltamivir, nausea)	1
requires_specialist(kidney_disease, nephrology)	requires_specialist(kidney_disease, nephrology)	1
has_symptom(stroke, D)	has_symptom(stroke, headache)	1
treats(lisinopril, D2)	treats(lisinopril, hypertension)	1
requires_specialist(D1, D)	requires_specialist(copd, pulmonology)	1
requires_specialist(D, RF)	requires_specialist(anemia, gastroenterology)	1
treats(P, arthritis)	treats(prednisone, arthritis)	1
has_risk_factor(patient_bob, D)	has_risk_factor(patient_bob, smoking)	1
exhibits(D, weight_gain)	exhibits(patient_iris, weight_gain)	1
has_symptom(SE, D)	has_symptom(migraine, dizziness)	1
affects(D1, D)	affects(alzheimers, brain)	1
requires_specialist(D, rheumatology)	requires_specialist(arthritis, rheumatology)	1
exhibits(S, D)	exhibits(patient_alice, headache)	1
exhibits(Doc, D)	exhibits(patient_alice, fatigue)	1
has_symptom(influenza, D)	has_symptom(influenza, muscle_weakness)	1
needs_specialist(Organ, D)	needs_specialist(P, Spec) :- may_have_disease(P, D), requires_specialist(D, Spec)	1
has_symptom(depression, fatigue)	has_symptom(depression, fatigue)	1
treats(D1, D)	treats(aspirin, heart_disease)	1
has_specialty(D1, D)	has_specialty(dr_patel, endocrinology)	1
risk_increases(D, diabetes)	risk_increases(sedentary_lifestyle, diabetes)	1
has_symptom(D1, D)	has_symptom(influenza, fever)	1
has_specialty(D1, D)	has_specialty(dr_taylor, rheumatology)	1
has_symptom(D1, D)	has_symptom(influenza, fatigue)	1
may_have_disease(P, D2)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(D2, D)	has_symptom(depression, fatigue)	1
causes(D, Drug)	causes(diabetes, heart_disease)	1
may_have_disease(D, D2)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
diagnosed_with(Spec, asthma)	diagnosed_with(patient_bob, asthma)	1
has_symptom(D, abdominal_pain)	has_symptom(liver_disease, abdominal_pain)	1
has_symptom(Doc, D)	has_symptom(stroke, confusion)	1
needs_specialist(D, neurology)	needs_specialist(P, Spec) :- may_have_disease(P, D), requires_specialist(D, Spec)	1
has_symptom(D, D1)	has_symptom(anemia, pale_skin)	1
has_specialty(P, endocrinology)	has_specialty(dr_patel, endocrinology)	1
exhibits(D, D1)	exhibits(patient_iris, fatigue)	1
at_risk_for(P, hypertension)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
has_symptom(D1, D)	has_symptom(diabetes, excessive_thirst)	1
treats(Organ, stroke)	treats(aspirin, stroke)	1
has_symptom(Doc, D)	has_symptom(heart_disease, fatigue)	1
has_symptom(osteoporosis, back_pain)	has_symptom(osteoporosis, back_pain)	1
exhibits(Organ, D)	exhibits(patient_bob, cough)	1
causes(D, heart_disease)	causes(copd, heart_disease)	1
treats(lisinopril, D)	treats(lisinopril, kidney_disease)	1
exhibits(Organ, headache)	exhibits(patient_jack, headache)	1
has_symptom(RF, abdominal_pain)	has_symptom(liver_disease, abdominal_pain)	1
has_symptom(D2, fatigue)	has_symptom(depression, fatigue)	1
has_symptom(D2, D)	has_symptom(covid19, fatigue)	1
has_symptom(kidney_disease, D)	has_symptom(kidney_disease, swollen_joints)	1
side_effect(D, D2)	side_effect(lisinopril, dizziness)	1
has_symptom(D, headache)	has_symptom(hypertension, headache)	1
requires_specialist(alzheimers, neurology)	requires_specialist(alzheimers, neurology)	1
treats(Drug, hypertension)	treats(atorvastatin, hypertension)	1
exhibits(Doc, D)	exhibits(patient_frank, fatigue)	1
has_symptom(D, fatigue)	has_symptom(heart_disease, fatigue)	1
has_symptom(Doc, D)	has_symptom(heart_disease, chest_pain)	1
has_symptom(D, D1)	has_symptom(hypertension, dizziness)	1
exhibits(Drug, fever)	exhibits(patient_eve, fever)	1
has_symptom(Spec, swollen_joints)	has_symptom(kidney_disease, swollen_joints)	1
affects(anxiety, D)	affects(anxiety, brain)	1
requires_specialist(cancer, oncology)	requires_specialist(cancer, oncology)	1
exhibits(P, fatigue)	exhibits(patient_liam, fatigue)	1
patient(D1)	patient(patient_jack)	1
affects(anemia, D)	affects(anemia, heart)	1
has_symptom(RF, shortness_of_breath)	has_symptom(heart_disease, shortness_of_breath)	1
has_symptom(Doc, D)	has_symptom(pneumonia, shortness_of_breath)	1
affects(D, D1)	affects(covid19, lungs)	1
possible_drug_need(Doc, lisinopril)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(D1, D)	has_symptom(diabetes, weight_loss)	1
has_symptom(D, fatigue)	has_symptom(hypothyroidism, fatigue)	1
side_effect(D1, D)	side_effect(levothyroxine, insomnia)	1
patient(P)	patient(patient_iris)	1
diagnosed_with(patient_bob, D)	diagnosed_with(patient_bob, anxiety)	1
risk_increases(D1, D)	risk_increases(sedentary_lifestyle, diabetes)	1
has_symptom(RF, insomnia)	has_symptom(depression, insomnia)	1
has_symptom(D2, D)	has_symptom(anemia, pale_skin)	1
exhibits(Spec, D)	exhibits(patient_liam, swollen_joints)	1
has_symptom(D1, D)	has_symptom(arthritis, swollen_joints)	1
treats(D1, arthritis)	treats(prednisone, arthritis)	1
possible_drug_need(Doc, P)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
exhibits(Spec, D)	exhibits(patient_alice, excessive_thirst)	1
exhibits(D1, D)	exhibits(patient_henry, cough)	1
treats(lisinopril, D2)	treats(lisinopril, kidney_disease)	1
side_effect(D, Organ)	side_effect(lisinopril, dizziness)	1
has_risk_factor(P, D)	has_risk_factor(patient_carol, smoking)	1
risk_increases(stress, D1)	risk_increases(stress, hypertension)	1
causes(diabetes, D1)	causes(diabetes, heart_disease)	1
has_symptom(S, D)	has_symptom(migraine, headache)	1
has_symptom(influenza, fatigue)	has_symptom(influenza, fatigue)	1
may_have_disease(patient_grace, hypothyroidism)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
side_effect(albuterol, Drug)	side_effect(albuterol, sweating)	1
may_have_disease(Organ, osteoporosis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(D1, cough)	has_symptom(influenza, cough)	1
chronic(hypertension)	chronic(hypertension)	1
possible_drug_need(RF, metformin)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(S, D)	has_symptom(stroke, dizziness)	1
treats(warfarin, D2)	treats(warfarin, stroke)	1
has_symptom(hypothyroidism, weight_gain)	has_symptom(hypothyroidism, weight_gain)	1
has_symptom(D1, D)	has_symptom(liver_disease, nausea)	1
drug_for_symptom(D1, D)	drug_for_symptom(Drug, S) :- treats(Drug, D), has_symptom(D, S)	1
has_symptom(Doc, D)	has_symptom(heart_disease, shortness_of_breath)	1
exhibits(patient_bob, cough)	exhibits(patient_bob, cough)	1
exhibits(SE, D)	exhibits(patient_jack, headache)	1
exhibits(Drug, weight_gain)	exhibits(patient_iris, weight_gain)	1
requires_specialist(arthritis, Organ)	requires_specialist(arthritis, rheumatology)	1
has_symptom(D, cough)	has_symptom(pneumonia, cough)	1
at_risk_for(patient_bob, depression)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
exhibits(patient_kate, D)	exhibits(patient_kate, pale_skin)	1
has_symptom(S, D)	has_symptom(hypothyroidism, weight_gain)	1
may_have_disease(P, hypothyroidism)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(kidney_disease, D)	requires_specialist(kidney_disease, nephrology)	1
side_effect(D, Drug)	side_effect(ibuprofen, nausea)	1
exhibits(P, cough)	exhibits(patient_henry, cough)	1
has_risk_factor(D, D1)	has_risk_factor(patient_grace, aging)	1
has_symptom(migraine, D)	has_symptom(migraine, headache)	1
risk_increases(stress, D1)	risk_increases(stress, anxiety)	1
has_risk_factor(P, D)	has_risk_factor(patient_noah, aging)	1
risk_increases(D1, D)	risk_increases(poor_diet, heart_disease)	1
exhibits(D1, D)	exhibits(patient_mia, nausea)	1
patient(Organ)	patient(patient_olivia)	1
treats(Spec, D)	treats(warfarin, heart_disease)	1
exhibits(Spec, D)	exhibits(patient_bob, insomnia)	1
has_symptom(pneumonia, shortness_of_breath)	has_symptom(pneumonia, shortness_of_breath)	1
diagnosed_with(D, D1)	diagnosed_with(patient_frank, influenza)	1
treats(D1, D)	treats(aspirin, stroke)	1
diagnosed_with(Spec, copd)	diagnosed_with(patient_henry, copd)	1
patient(RF)	patient(patient_frank)	1
diagnosed_with(D, D1)	diagnosed_with(patient_carol, hypertension)	1
has_symptom(covid19, fever)	has_symptom(covid19, fever)	1
exhibits(D1, shortness_of_breath)	exhibits(patient_henry, shortness_of_breath)	1
requires_specialist(D, pulmonology)	requires_specialist(asthma, pulmonology)	1
exhibits(RF, dizziness)	exhibits(patient_kate, dizziness)	1
side_effect(D, D2)	side_effect(amoxicillin, nausea)	1
at_risk_for(patient_carol, anxiety)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
treats(Organ, arthritis)	treats(prednisone, arthritis)	1
diagnosed_with(RF, D)	diagnosed_with(patient_noah, alzheimers)	1
may_have_disease(Organ, anemia)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(RF, D)	exhibits(patient_liam, swollen_joints)	1
side_effect(D1, D)	side_effect(levothyroxine, sweating)	1
exhibits(SE, dizziness)	exhibits(patient_carol, dizziness)	1
exhibits(RF, D)	exhibits(patient_alice, excessive_thirst)	1
exhibits(Doc, shortness_of_breath)	exhibits(patient_carol, shortness_of_breath)	1
has_symptom(influenza, D)	has_symptom(influenza, cough)	1
treats(Drug, asthma)	treats(prednisone, asthma)	1
symptom(D)	symptom(fatigue)	1
exhibits(D, back_pain)	exhibits(patient_olivia, back_pain)	1
exhibits(Doc, abdominal_pain)	exhibits(patient_mia, abdominal_pain)	1
has_symptom(Doc, D)	has_symptom(osteoporosis, joint_pain)	1
has_symptom(anemia, D)	has_symptom(anemia, fatigue)	1
requires_specialist(D1, D)	requires_specialist(anemia, gastroenterology)	1
has_symptom(D2, confusion)	has_symptom(stroke, confusion)	1
has_symptom(Spec, shortness_of_breath)	has_symptom(asthma, shortness_of_breath)	1
exhibits(patient_carol, chest_pain)	exhibits(patient_carol, chest_pain)	1
side_effect(D, Drug)	side_effect(lisinopril, fatigue)	1
has_symptom(D2, D)	has_symptom(heart_disease, fatigue)	1
diagnosed_with(patient_bob, asthma)	diagnosed_with(patient_bob, asthma)	1
affects(D, D1)	affects(asthma, lungs)	1
exhibits(Organ, D)	exhibits(patient_henry, cough)	1
at_risk_for(patient_bob, anxiety)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
patient(D2)	patient(patient_mia)	1
has_symptom(hypothyroidism, muscle_weakness)	has_symptom(hypothyroidism, muscle_weakness)	1
has_symptom(Spec, shortness_of_breath)	has_symptom(pneumonia, shortness_of_breath)	1
exhibits(Drug, nausea)	exhibits(patient_mia, nausea)	1
requires_specialist(D, D2)	requires_specialist(stroke, neurology)	1
has_symptom(D1, D)	has_symptom(osteoporosis, back_pain)	1
exhibits(Doc, D)	exhibits(patient_dave, insomnia)	1
exhibits(Doc, headache)	exhibits(patient_alice, headache)	1
treats(Organ, influenza)	treats(oseltamivir, influenza)	1
has_symptom(SE, D)	has_symptom(liver_disease, abdominal_pain)	1
exhibits(RF, joint_pain)	exhibits(patient_olivia, joint_pain)	1
requires_specialist(alzheimers, RF)	requires_specialist(alzheimers, neurology)	1
has_symptom(Spec, shortness_of_breath)	has_symptom(covid19, shortness_of_breath)	1
side_effect(D, Drug)	side_effect(fluticasone, cough)	1
treats(Drug, stroke)	treats(warfarin, stroke)	1
requires_specialist(stroke, Doc)	requires_specialist(stroke, neurology)	1
exhibits(RF, insomnia)	exhibits(patient_dave, insomnia)	1
treats(D, diabetes)	treats(metformin, diabetes)	1
patient(D)	patient(patient_kate)	1
exhibits(RF, D)	exhibits(patient_bob, insomnia)	1
exhibits(patient_iris, D)	exhibits(patient_iris, weight_gain)	1
exhibits(SE, D)	exhibits(patient_olivia, joint_pain)	1
exhibits(Doc, fatigue)	exhibits(patient_henry, fatigue)	1
patient(D)	patient(patient_liam)	1
patient(Organ)	patient(patient_eve)	1
may_have_disease(patient_frank, heart_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(covid19, fatigue)	has_symptom(covid19, fatigue)	1
exhibits(SE, chest_pain)	exhibits(patient_carol, chest_pain)	1
risk_increases(D, heart_disease)	risk_increases(poor_diet, heart_disease)	1
has_symptom(S, D)	has_symptom(diabetes, frequent_urination)	1
at_risk_doctor(patient_bob, D)	at_risk_doctor(P, Doc) :- at_risk_specialist(P, Spec), has_specialty(Doc, Spec)	1
has_symptom(D1, D)	has_symptom(arthritis, fatigue)	1
at_risk_for(Spec, D1)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
side_effect(D, D2)	side_effect(ibuprofen, abdominal_pain)	1
requires_specialist(heart_disease, D)	requires_specialist(heart_disease, cardiology)	1
exhibits(Doc, D)	exhibits(patient_henry, cough)	1
patient(patient_mia)	patient(patient_mia)	1
exhibits(SE, shortness_of_breath)	exhibits(patient_carol, shortness_of_breath)	1
has_symptom(D1, D)	has_symptom(copd, shortness_of_breath)	1
requires_specialist(D2, D)	requires_specialist(cancer, oncology)	1
patient(RF)	patient(patient_dave)	1
may_have_disease(Doc, hypertension)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(covid19, D)	requires_specialist(covid19, infectious_disease)	1
has_risk_factor(patient_alice, D)	has_risk_factor(patient_alice, sedentary_lifestyle)	1
chronic(D)	chronic(osteoporosis)	1
requires_specialist(hypothyroidism, endocrinology)	requires_specialist(hypothyroidism, endocrinology)	1
has_symptom(S, D)	has_symptom(influenza, fever)	1
has_symptom(S, D)	has_symptom(influenza, fatigue)	1
affects(D1, D)	affects(diabetes, heart)	1
has_symptom(S, D)	has_symptom(stroke, muscle_weakness)	1
has_symptom(osteoporosis, D)	has_symptom(osteoporosis, back_pain)	1
exhibits(SE, D)	exhibits(patient_carol, chest_pain)	1
has_symptom(D2, D)	has_symptom(heart_disease, shortness_of_breath)	1
chronic(D)	chronic(asthma)	1
diagnosed_with(patient_dave, depression)	diagnosed_with(patient_dave, depression)	1
treats(Drug, heart_disease)	treats(warfarin, heart_disease)	1
diagnosed_with(D1, D)	diagnosed_with(patient_carol, heart_disease)	1
has_symptom(stroke, muscle_weakness)	has_symptom(stroke, muscle_weakness)	1
has_symptom(Spec, loss_of_appetite)	has_symptom(depression, loss_of_appetite)	1
risk_increases(D, hypertension)	risk_increases(obesity, hypertension)	1
has_symptom(D, joint_pain)	has_symptom(arthritis, joint_pain)	1
has_symptom(D1, D)	has_symptom(depression, insomnia)	1
has_symptom(Spec, headache)	has_symptom(migraine, headache)	1
requires_specialist(D, cardiology)	requires_specialist(heart_disease, cardiology)	1
