goal	rule	score
parent(X, _EX5)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(_EX4, _EX0)	parent(balon_greyjoy, maron_greyjoy)	1
parent(Z, _EX3)	parent(tytos_lannister, tywin_lannister)	1
parent(X, _EX6)	parent(unknown_father_greyjoy, balon_greyjoy)	1
male(Z)	male(mace_tyrell)	1
parent(_EX1, X)	parent(unknown_mother_targaryen, duncan_targaryen)	1
mother(selyse_baratheon, X)	mother(X, Y) :- female(X), parent(X, Y)	1
parent(aerys_targaryen, X)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX4, _EX2)	parent(stannis_baratheon, shireen_baratheon)	1
parent(_EX5, kevan_lannister)	parent(tytos_lannister, kevan_lannister)	1
parent(_EX4, _EX2)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX1, X)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX1, kevan_lannister)	parent(tytos_lannister, kevan_lannister)	1
parent(unknown_mother_stark, _EX6)	parent(unknown_mother_stark, eddard_stark)	1
parent(_EX2, Y)	parent(joanna_lannister, tyrion_lannister)	1
parent(X, Y)	parent(eddard_stark, robb_stark)	1
descendant(X, tytos_lannister)	descendant(X, Y) :- ancestor(Y, X)	1
parent(Y, Z)	parent(balon_greyjoy, yara_greyjoy)	1
ancestor(robert_baratheon, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(eddard_stark, X)	parent(eddard_stark, rickon_stark)	1
parent(rhaella_targaryen, Z)	parent(rhaella_targaryen, rhaegar_targaryen)	1
parent(Y, Z)	parent(alannys_harlaw, theon_greyjoy)	1
parent(_EX4, Y)	parent(steffon_baratheon, stannis_baratheon)	1
parent(X, _EX4)	parent(eddard_stark, rickon_stark)	1
parent(X, _EX0)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX0, _EX3)	parent(jaime_lannister, joffery_lannister)	1
parent(X, _EX5)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX0, _EX3)	parent(unknown_mother_stark, brandon_stark)	1
ancestor(tywin_lannister, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
male(Y)	male(aerys_targaryen)	1
parent(X, _EX5)	parent(oberyn_martell, sarella_sand)	1
parent(X, _EX3)	parent(aegon_v_targaryen, daeron_targaryen)	1
status(X, dead)	status(benjen_stark, dead)	1
parent(X, Z)	parent(lyanna_stark, jon_snow)	1
parent(X, jon_snow)	parent(rhaegar_targaryen, jon_snow)	1
parent(aegon_v_targaryen, Z)	parent(aegon_v_targaryen, duncan_targaryen)	1
status(X, dead)	status(rhaenys_targaryen, dead)	1
parent(_EX5, theon_greyjoy)	parent(alannys_harlaw, theon_greyjoy)	1
parent(X, _EX2)	parent(catelyn_stark, robb_stark)	1
parent(Y, Z)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX4, _EX0)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(X, _EX4)	parent(unknown_father_greyjoy, balon_greyjoy)	1
male(theon_greyjoy)	male(theon_greyjoy)	1
parent(_EX6, _EX4)	parent(joanna_lannister, jaime_lannister)	1
parent(_EX4, _EX0)	parent(unknown_mother_targaryen, duncan_targaryen)	1
female(X)	female(mellario_of_norvos)	1
parent(_EX6, X)	parent(cersei_lannister, myrcella_lannister)	1
parent(_EX4, _EX0)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX6, X)	parent(alannys_harlaw, theon_greyjoy)	1
ancestor(jaime_lannister, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, X)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX6, _EX4)	parent(selyse_baratheon, shireen_baratheon)	1
parent(_EX1, jaime_lannister)	parent(tywin_lannister, jaime_lannister)	1
parent(Z, _EX3)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX4, Y)	parent(eddard_stark, rickon_stark)	1
parent(_EX0, X)	parent(eddard_stark, bran_stark)	1
parent(unknown_mother_stark, X)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX4, X)	parent(aegon_v_targaryen, rhaella_targaryen)	1
parent(balon_greyjoy, _EX4)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX5, viserys_targaryen)	parent(aerys_targaryen, viserys_targaryen)	1
parent(_EX6, _EX0)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX4, Y)	parent(ellaria_sand, tyene_sand)	1
parent(_EX6, _EX0)	parent(unknown_mother_stark, brandon_stark)	1
parent(_EX1, X)	parent(cersei_lannister, tommen_lannister)	1
male(Z)	male(tyene_sand)	1
parent(X, myrcella_lannister)	parent(cersei_lannister, myrcella_lannister)	1
parent(X, _EX6)	parent(jaime_lannister, joffery_lannister)	1
descendant(_EX0, lewyn_martell)	descendant(X, Y) :- ancestor(Y, X)	1
parent(X, Z)	parent(eddard_stark, rickon_stark)	1
parent(X, _EX2)	parent(alannys_harlaw, yara_greyjoy)	1
parent(X, _EX2)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(lyanna_stark, _EX2)	parent(lyanna_stark, jon_snow)	1
parent(_EX2, Y)	parent(unknown_mother_lannister, kevan_lannister)	1
parent(Z, X)	parent(aerys_targaryen, daenerys_targaryen)	1
parent(rhaegar_targaryen, _EX4)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(robert_baratheon, X)	parent(robert_baratheon, gendry)	1
parent(X, balon_greyjoy)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
male(Z)	male(benjen_stark)	1
parent(rhaegar_targaryen, _EX4)	parent(rhaegar_targaryen, jon_snow)	1
parent(_EX5, oberyn_martell)	parent(unknown_mother_martell, oberyn_martell)	1
parent(oberyn_martell, X)	parent(oberyn_martell, nymeria_sand)	1
parent(eddard_stark, _EX0)	parent(eddard_stark, arya_stark)	1
parent(Y, tywin_lannister)	parent(tytos_lannister, tywin_lannister)	1
male(_EX1)	male(rickard_stark)	1
parent(X, _EX6)	parent(aerys_targaryen, daenerys_targaryen)	1
parent(Y, Z)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(_EX5, maron_greyjoy)	parent(alannys_harlaw, maron_greyjoy)	1
parent(Y, X)	parent(aegon_v_targaryen, duncan_targaryen)	1
parent(rhaegar_targaryen, _EX0)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(rickard_stark, _EX3)	parent(rickard_stark, eddard_stark)	1
male(X)	male(rodrick_greyjoy)	1
parent(jaime_lannister, X)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX6, _EX4)	parent(robert_baratheon, gendry)	1
parent(stannis_baratheon, X)	parent(stannis_baratheon, shireen_baratheon)	1
male(Z)	male(rickard_stark)	1
parent(_EX1, X)	parent(lyanna_stark, jon_snow)	1
parent(_EX1, X)	parent(lewyn_martell, doran_martell)	1
parent(_EX5, X)	parent(ellaria_sand, four_unknown_martells)	1
parent(X, _EX2)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(_EX4, _EX0)	parent(cersei_lannister, tommen_lannister)	1
parent(X, duncan_targaryen)	parent(unknown_mother_targaryen, duncan_targaryen)	1
ancestor(balon_greyjoy, _EX4)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX6, _EX0)	parent(aerys_targaryen, daenerys_targaryen)	1
parent(_EX4, X)	parent(mellario_of_norvos, trystane_martell)	1
parent(tytos_lannister, _EX4)	parent(tytos_lannister, tywin_lannister)	1
parent(selyse_baratheon, _EX6)	parent(selyse_baratheon, shireen_baratheon)	1
parent(_EX3, _EX4)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(_EX6, _EX0)	parent(aerys_targaryen, viserys_targaryen)	1
parent(_EX4, _EX0)	parent(steffon_baratheon, stannis_baratheon)	1
female(_EX4)	female(unknown_mother_sand_2)	1
status(Y, X)	status(joanna_lannister, dead)	1
parent(_EX6, _EX4)	parent(eddard_stark, arya_stark)	1
parent(aegon_v_targaryen, X)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(X, _EX3)	parent(alerie_hightower, loras_tyrell)	1
parent(jaime_lannister, Z)	parent(jaime_lannister, tommen_lannister)	1
parent(X, _EX6)	parent(aegon_v_targaryen, aerys_targaryen)	1
child(_EX0, _EX4)	child(X, Y) :- parent(Y, X)	1
parent(_EX2, Y)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
parent(_EX5, tyene_sand)	parent(ellaria_sand, tyene_sand)	1
son(rickon_stark, _EX1)	son(X, Y) :- male(X), parent(Y, X)	1
parent(X, _EX3)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(X, _EX4)	parent(tytos_lannister, tywin_lannister)	1
ancestor(lyanna_stark, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
ancestor(tywin_lannister, X)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX5)	parent(alannys_harlaw, yara_greyjoy)	1
parent(_EX2, Y)	parent(unknown_mother_stark, eddard_stark)	1
parent(X, _EX5)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX4, _EX2)	parent(mellario_of_norvos, trystane_martell)	1
ancestor(stannis_baratheon, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX2, Y)	parent(kevan_lannister, lancel_lannister)	1
ancestor(aerys_targaryen, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX4, _EX0)	parent(lewyn_martell, doran_martell)	1
parent(_EX0, oberyn_martell)	parent(unknown_mother_martell, oberyn_martell)	1
parent(X, Z)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
parent(_EX4, X)	parent(catelyn_stark, bran_stark)	1
dragon(drogon)	dragon(drogon)	1
parent(_EX4, Y)	parent(oberyn_martell, obara_sand)	1
parent(X, _EX1)	parent(tytos_lannister, kevan_lannister)	1
parent(_EX2, X)	parent(oberyn_martell, sarella_sand)	1
parent(Z, X)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX6, _EX0)	parent(aegon_v_targaryen, aerys_targaryen)	1
parent(_EX2, X)	parent(jaime_lannister, myrcella_lannister)	1
male(Y)	male(luthor_tyrell)	1
parent(Y, X)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(_EX0, balon_greyjoy)	parent(unknown_father_greyjoy, balon_greyjoy)	1
parent(kevan_lannister, _EX0)	parent(kevan_lannister, lancel_lannister)	1
parent(_EX6, X)	parent(eddard_stark, sansa_stark)	1
parent(robert_baratheon, Z)	parent(robert_baratheon, gendry)	1
male(X)	male(jaime_lannister)	1
parent(X, _EX3)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(X, _EX5)	parent(rhaegar_targaryen, jon_snow)	1
parent(Z, _EX3)	parent(balon_greyjoy, maron_greyjoy)	1
parent(Y, X)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX2, X)	parent(joanna_lannister, cersei_lannister)	1
ancestor(eddard_stark, _EX4)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX1)	parent(oberyn_martell, tyene_sand)	1
parent(X, Z)	parent(oberyn_martell, obara_sand)	1
parent(_EX5, joffery_lannister)	parent(jaime_lannister, joffery_lannister)	1
parent(_EX0, X)	parent(cersei_lannister, joffery_lannister)	1
ancestor(kevan_lannister, Y)	ancestor(X, Y) :- parent(X, Y)	1
female(rhaella_targaryen)	female(rhaella_targaryen)	1
parent(balon_greyjoy, _EX0)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX4, _EX2)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(X, Y)	parent(rhaegar_targaryen, aegon_targaryen)	1
parent(_EX4, X)	parent(lewyn_martell, ella_martell)	1
parent(X, _EX1)	parent(alannys_harlaw, theon_greyjoy)	1
parent(X, oberyn_martell)	parent(lewyn_martell, oberyn_martell)	1
female(_EX1)	female(daenerys_targaryen)	1
descendant(lancel_lannister, _EX2)	descendant(X, Y) :- ancestor(Y, X)	1
status(X, dead)	status(jaime_lannister, dead)	1
male(Y)	male(unknown_father_greyjoy)	1
parent(X, _EX5)	parent(rhaegar_targaryen, rhaenys_targaryen)	1
female(_EX1)	female(unknown_mother_targaryen)	1
parent(_EX6, _EX4)	parent(unknown_mother_martell, ella_martell)	1
parent(_EX6, _EX4)	parent(rickard_stark, eddard_stark)	1
parent(X, Z)	parent(tytos_lannister, tywin_lannister)	1
parent(X, _EX1)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(aerys_targaryen, Y)	parent(aerys_targaryen, rhaegar_targaryen)	1
parent(X, _EX3)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX3, _EX4)	parent(joanna_lannister, tyrion_lannister)	1
status(Y, X)	status(bran_stark, alive)	1
parent(X, _EX5)	parent(tytos_lannister, tywin_lannister)	1
male(Y)	male(doran_martell)	1
parent(_EX4, _EX2)	parent(lewyn_martell, ella_martell)	1
parent(X, _EX4)	parent(balon_greyjoy, yara_greyjoy)	1
parent(X, _EX1)	parent(cersei_lannister, myrcella_lannister)	1
parent(Y, Z)	parent(alerie_hightower, loras_tyrell)	1
male(_EX1)	male(aegon_targaryen)	1
status(Y, X)	status(cersei_lannister, dead)	1
child(rhaegar_targaryen, Y)	child(X, Y) :- parent(Y, X)	1
parent(_EX6, _EX4)	parent(tywin_lannister, tyrion_lannister)	1
male(Y)	male(martyn_lannister)	1
male(Z)	male(aegon_v_targaryen)	1
parent(_EX3, X)	parent(selyse_baratheon, shireen_baratheon)	1
male(Z)	male(aegon_targaryen)	1
male(eddard_stark)	male(eddard_stark)	1
who_loved_daenerys_and_was_corresponded(jon_snow)	who_loved_daenerys_and_was_corresponded(X) :- love(X, daenerys_targaryen), love(daenerys_targaryen, X)	1
parent(_EX2, Y)	parent(aegon_v_targaryen, daeron_targaryen)	1
parent(Z, _EX3)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(_EX1, X)	parent(unknown_mother_lannister, kevan_lannister)	1
parent(X, eddard_stark)	parent(rickard_stark, eddard_stark)	1
parent(_EX1, jaime_lannister)	parent(joanna_lannister, jaime_lannister)	1
parent(Z, _EX3)	parent(alerie_hightower, loras_tyrell)	1
parent(_EX0, X)	parent(alannys_harlaw, maron_greyjoy)	1
parent(X, _EX2)	parent(balon_greyjoy, theon_greyjoy)	1
parent(_EX3, _EX4)	parent(tywin_lannister, jaime_lannister)	1
ancestor(X, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	1
parent(X, _EX6)	parent(olenna_tyrell, mace_tyrell)	1
parent(Z, _EX3)	parent(unknown_mother_sand_1, obara_sand)	1
parent(Z, _EX3)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX0, X)	parent(stannis_baratheon, shireen_baratheon)	1
love(X, daenerys_targaryen)	love(hizdahr_zo_loraq, daenerys_targaryen)	1
male(X)	male(aeron_greyjoy)	1
parent(X, _EX0)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(_EX0, X)	parent(luthor_tyrell, mace_tyrell)	1
parent(X, Z)	parent(balon_greyjoy, yara_greyjoy)	1
parent(kevan_lannister, X)	parent(kevan_lannister, lancel_lannister)	1
parent(X, _EX6)	parent(unknown_mother_stark, lyanna_stark)	1
parent(Y, X)	parent(ellaria_sand, tyene_sand)	1
parent(Y, Z)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(X, _EX0)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
male(lancel_lannister)	male(lancel_lannister)	1
parent(_EX0, _EX4)	parent(joanna_lannister, tyrion_lannister)	1
parent(X, _EX2)	parent(unknown_mother_lannister, kevan_lannister)	1
parent(X, Y)	parent(aerys_targaryen, viserys_targaryen)	1
parent(X, _EX2)	parent(steffon_baratheon, robert_baratheon)	1
parent(X, tyrion_lannister)	parent(tywin_lannister, tyrion_lannister)	1
parent(_EX1, X)	parent(lewyn_martell, oberyn_martell)	1
parent(_EX3, _EX4)	parent(balon_greyjoy, theon_greyjoy)	1
parent(_EX4, _EX2)	parent(ellaria_sand, tyene_sand)	1
parent(_EX0, mace_tyrell)	parent(luthor_tyrell, mace_tyrell)	1
parent(_EX6, _EX0)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX3, X)	parent(robert_baratheon, gendry)	1
parent(stannis_baratheon, Z)	parent(stannis_baratheon, shireen_baratheon)	1
parent(unknown_mother_martell, _EX6)	parent(unknown_mother_martell, ella_martell)	1
parent(_EX5, viserys_targaryen)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(X, _EX5)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX4, X)	parent(alerie_hightower, margaery_tyrell)	1
parent(X, Y)	parent(elia_martell, rhaenys_targaryen)	1
parent(eddard_stark, Y)	parent(eddard_stark, bran_stark)	1
parent(Y, Z)	parent(unknown_mother_sand_3, sarella_sand)	1
ancestor(stannis_baratheon, _EX4)	ancestor(X, Y) :- parent(X, Y)	1
parent(X, _EX5)	parent(cersei_lannister, myrcella_lannister)	1
ancestor(doran_martell, _EX1)	ancestor(X, Y) :- parent(X, Y)	1
parent(Y, rhaella_targaryen)	parent(unknown_mother_targaryen, rhaella_targaryen)	1
parent(X, _EX5)	parent(alannys_harlaw, theon_greyjoy)	1
parent(_EX2, X)	parent(alannys_harlaw, yara_greyjoy)	1
male(Y)	male(euron_greyjoy)	1
parent(_EX2, X)	parent(unknown_mother_sand_2, nymeria_sand)	1
parent(_EX3, _EX4)	parent(steffon_baratheon, robert_baratheon)	1
parent(_EX3, _EX4)	parent(cassana_estermont, renly_baratheon)	1
ancestor(kevan_lannister, _EX5)	ancestor(X, Y) :- parent(X, Y)	1
parent(Z, _EX3)	parent(unknown_mother_targaryen, daeron_targaryen)	1
parent(Y, Z)	parent(lyanna_stark, jon_snow)	1
female(margaery_tyrell)	female(margaery_tyrell)	1
parent(balon_greyjoy, Z)	parent(balon_greyjoy, yara_greyjoy)	1
parent(_EX0, _EX4)	parent(cersei_lannister, joffery_lannister)	1
parent(cersei_lannister, _EX2)	parent(cersei_lannister, tommen_lannister)	1
parent(Z, _EX3)	parent(unknown_mother_sand_3, sarella_sand)	1
parent(_EX6, _EX0)	parent(aegon_v_targaryen, rhaella_targaryen)	1
parent(X, _EX2)	parent(elia_martell, aegon_targaryen)	1
parent(X, _EX1)	parent(eddard_stark, sansa_stark)	1
parent(tywin_lannister, _EX0)	parent(tywin_lannister, cersei_lannister)	1
status(X, dead)	status(elia_martell, dead)	1
parent(_EX2, X)	parent(rhaegar_targaryen, jon_snow)	1
parent(_EX0, X)	parent(unknown_mother_stark, benjen_stark)	1
parent(X, _EX0)	parent(joanna_lannister, tyrion_lannister)	1
parent(jaime_lannister, _EX1)	parent(jaime_lannister, myrcella_lannister)	1
status(Y, X)	status(duncan_targaryen, dead)	1
ancestor(_EX4, Y)	ancestor(X, Y) :- parent(X, Y)	1
parent(_EX3, _EX4)	parent(unknown_father_greyjoy, euron_greyjoy)	1
parent(balon_greyjoy, _EX3)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX0, _EX3)	parent(kevan_lannister, willem_lannister)	1
parent(X, _EX6)	parent(unknown_mother_sand_1, obara_sand)	1
parent(X, _EX4)	parent(unknown_mother_stark, lyanna_stark)	1
parent(_EX3, _EX4)	parent(oberyn_martell, nymeria_sand)	1
parent(_EX1, X)	parent(catelyn_stark, arya_stark)	1
male(X)	male(viserys_targaryen)	1
parent(X, _EX2)	parent(eddard_stark, sansa_stark)	1
parent(X, Y)	parent(stannis_baratheon, shireen_baratheon)	1
parent(_EX1, X)	parent(unknown_mother_stark, eddard_stark)	1
parent(X, Y)	parent(luthor_tyrell, mace_tyrell)	1
parent(X, _EX3)	parent(joanna_lannister, tyrion_lannister)	1
parent(X, _EX4)	parent(balon_greyjoy, maron_greyjoy)	1
parent(_EX4, Y)	parent(unknown_mother_greyjoy, balon_greyjoy)	1
parent(_EX6, _EX4)	parent(cassana_estermont, stannis_baratheon)	1
ancestor(kevan_lannister, willem_lannister)	ancestor(X, Y) :- parent(X, Y)	1
status(Y, X)	status(tyrion_lannister, alive)	1
parent(X, _EX0)	parent(tywin_lannister, jaime_lannister)	1
male(_EX1)	male(joffery_lannister)	1
female(_EX4)	female(elia_martell)	1
parent(_EX2, Y)	parent(alerie_hightower, loras_tyrell)	1
parent(Z, _EX3)	parent(lyanna_stark, jon_snow)	1
parent(X, Y)	parent(oberyn_martell, nymeria_sand)	1
parent(tywin_lannister, _EX3)	parent(tywin_lannister, jaime_lannister)	1
parent(_EX2, Y)	parent(catelyn_stark, rickon_stark)	1
parent(_EX3, _EX4)	parent(unknown_mother_greyjoy, aeron_greyjoy)	1
male(_EX1)	male(willem_lannister)	1
parent(X, rhaegar_targaryen)	parent(aerys_targaryen, rhaegar_targaryen)	1
male(Z)	male(joffery_lannister)	1
parent(_EX3, X)	parent(ellaria_sand, four_unknown_martells)	1
parent(_EX0, _EX3)	parent(catelyn_stark, bran_stark)	1
parent(_EX3, _EX4)	parent(alannys_harlaw, rodrick_greyjoy)	1
parent(Z, _EX3)	parent(unknown_mother_greyjoy, euron_greyjoy)	1
parent(X, rickon_stark)	parent(eddard_stark, rickon_stark)	1
parent(jaime_lannister, _EX4)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX6, _EX0)	parent(kevan_lannister, willem_lannister)	1
parent(Y, X)	parent(tytos_lannister, tywin_lannister)	1
parent(_EX6, _EX4)	parent(rhaella_targaryen, daenerys_targaryen)	1
parent(_EX0, _EX4)	parent(tytos_lannister, kevan_lannister)	1
parent(X, _EX6)	parent(kevan_lannister, willem_lannister)	1
parent(X, _EX0)	parent(balon_greyjoy, theon_greyjoy)	1
parent(_EX4, Y)	parent(balon_greyjoy, maron_greyjoy)	1
parent(rickard_stark, _EX5)	parent(rickard_stark, lyanna_stark)	1
ancestor(rhaegar_targaryen, _EX2)	ancestor(X, Y) :- parent(X, Y)	1
descendant(_EX2, _EX4)	descendant(X, Y) :- ancestor(Y, X)	1
parent(_EX4, _EX0)	parent(unknown_mother_stark, eddard_stark)	1
parent(Y, aerys_targaryen)	parent(unknown_mother_targaryen, aerys_targaryen)	1
parent(_EX0, _EX4)	parent(oberyn_martell, tyene_sand)	1
status(X, dead)	status(rodrick_greyjoy, dead)	1
parent(_EX5, benjen_stark)	parent(unknown_mother_stark, benjen_stark)	1
parent(_EX3, _EX4)	parent(unknown_mother_stark, benjen_stark)	1
parent(X, _EX4)	parent(unknown_mother_targaryen, duncan_targaryen)	1
parent(tywin_lannister, Z)	parent(tywin_lannister, cersei_lannister)	1
parent(eddard_stark, _EX3)	parent(eddard_stark, robb_stark)	1
parent(X, Z)	parent(balon_greyjoy, maron_greyjoy)	1
parent(cassana_estermont, X)	parent(cassana_estermont, robert_baratheon)	1
parent(_EX1, X)	parent(jaime_lannister, tommen_lannister)	1
parent(_EX6, _EX4)	parent(tywin_lannister, jaime_lannister)	1
parent(_EX0, X)	parent(mellario_of_norvos, trystane_martell)	1
parent(_EX4, Y)	parent(jaime_lannister, myrcella_lannister)	1
parent(X, _EX4)	parent(unknown_mother_sand_1, obara_sand)	1
parent(X, _EX4)	parent(rhaella_targaryen, viserys_targaryen)	1
parent(_EX0, _EX4)	parent(alannys_harlaw, rodrick_greyjoy)	1
parent(_EX6, _EX0)	parent(catelyn_stark, bran_stark)	1
